file_path,transcription,repetition,filename
words/Furkan_kelime_112_rep1.wav,derken,1,Furkan_kelime_112_rep1.wav
words/Furkan_kelime_112_rep2.wav,derken,2,Furkan_kelime_112_rep2.wav
words/Furkan_kelime_112_rep3.wav,derken,3,Furkan_kelime_112_rep3.wav
words/Furkan_kelime_113_rep1.wav,değil,1,Furkan_kelime_113_rep1.wav
words/Furkan_kelime_113_rep2.wav,değil,2,Furkan_kelime_113_rep2.wav
words/Furkan_kelime_113_rep3.wav,değil,3,Furkan_kelime_113_rep3.wav
words/Furkan_kelime_114_rep1.wav,değin,1,Furkan_kelime_114_rep1.wav
words/Furkan_kelime_114_rep2.wav,değin,2,Furkan_kelime_114_rep2.wav
words/Furkan_kelime_114_rep3.wav,değin,3,Furkan_kelime_114_rep3.wav
words/Furkan_kelime_115_rep1.wav,diğer,1,Furkan_kelime_115_rep1.wav
words/Furkan_kelime_115_rep2.wav,diğer,2,Furkan_kelime_115_rep2.wav
words/Furkan_kelime_115_rep3.wav,diğer,3,Furkan_kelime_115_rep3.wav
words/Furkan_kelime_116_rep1.wav,diğeri,1,Furkan_kelime_116_rep1.wav
words/Furkan_kelime_116_rep2.wav,diğeri,2,Furkan_kelime_116_rep2.wav
words/Furkan_kelime_116_rep3.wav,diğeri,3,Furkan_kelime_116_rep3.wav
words/Furkan_kelime_117_rep1.wav,diye,1,Furkan_kelime_117_rep1.wav
words/Furkan_kelime_117_rep2.wav,diye,2,Furkan_kelime_117_rep2.wav
words/Furkan_kelime_117_rep3.wav,diye,3,Furkan_kelime_117_rep3.wav
words/Furkan_kelime_118_rep1.wav,doksan,1,Furkan_kelime_118_rep1.wav
words/Furkan_kelime_118_rep2.wav,doksan,2,Furkan_kelime_118_rep2.wav
words/Furkan_kelime_118_rep3.wav,doksan,3,Furkan_kelime_118_rep3.wav
words/Furkan_kelime_119_rep1.wav,nine,1,Furkan_kelime_119_rep1.wav
words/Furkan_kelime_119_rep2.wav,nine,2,Furkan_kelime_119_rep2.wav
words/Furkan_kelime_119_rep3.wav,nine,3,Furkan_kelime_119_rep3.wav
words/Furkan_kelime_11_rep1.wav,anca,1,Furkan_kelime_11_rep1.wav
words/Furkan_kelime_11_rep2.wav,anca,2,Furkan_kelime_11_rep2.wav
words/Furkan_kelime_11_rep3.wav,anca,3,Furkan_kelime_11_rep3.wav
words/Furkan_kelime_120_rep1.wav,arkadaş,1,Furkan_kelime_120_rep1.wav
words/Furkan_kelime_120_rep2.wav,arkadaş,2,Furkan_kelime_120_rep2.wav
words/Furkan_kelime_120_rep3.wav,arkadaş,3,Furkan_kelime_120_rep3.wav
words/Furkan_kelime_121_rep1.wav,öğrenci,1,Furkan_kelime_121_rep1.wav
words/Furkan_kelime_121_rep2.wav,öğrenci,2,Furkan_kelime_121_rep2.wav
words/Furkan_kelime_121_rep3.wav,öğrenci,3,Furkan_kelime_121_rep3.wav
words/Furkan_kelime_122_rep1.wav,öğretmen,1,Furkan_kelime_122_rep1.wav
words/Furkan_kelime_122_rep2.wav,öğretmen,2,Furkan_kelime_122_rep2.wav
words/Furkan_kelime_122_rep3.wav,öğretmen,3,Furkan_kelime_122_rep3.wav
words/Furkan_kelime_123_rep1.wav,doktor,1,Furkan_kelime_123_rep1.wav
words/Furkan_kelime_123_rep2.wav,doktor,2,Furkan_kelime_123_rep2.wav
words/Furkan_kelime_123_rep3.wav,doktor,3,Furkan_kelime_123_rep3.wav
words/Furkan_kelime_124_rep1.wav,polis,1,Furkan_kelime_124_rep1.wav
words/Furkan_kelime_124_rep2.wav,polis,2,Furkan_kelime_124_rep2.wav
words/Furkan_kelime_124_rep3.wav,polis,3,Furkan_kelime_124_rep3.wav
words/Furkan_kelime_125_rep1.wav,komşu,1,Furkan_kelime_125_rep1.wav
words/Furkan_kelime_125_rep2.wav,komşu,2,Furkan_kelime_125_rep2.wav
words/Furkan_kelime_125_rep3.wav,komşu,3,Furkan_kelime_125_rep3.wav
words/Furkan_kelime_126_rep1.wav,misafir,1,Furkan_kelime_126_rep1.wav
words/Furkan_kelime_126_rep2.wav,misafir,2,Furkan_kelime_126_rep2.wav
words/Furkan_kelime_126_rep3.wav,misafir,3,Furkan_kelime_126_rep3.wav
words/Furkan_kelime_127_rep1.wav,patron,1,Furkan_kelime_127_rep1.wav
words/Furkan_kelime_127_rep2.wav,patron,2,Furkan_kelime_127_rep2.wav
words/Furkan_kelime_127_rep3.wav,patron,3,Furkan_kelime_127_rep3.wav
words/Furkan_kelime_128_rep1.wav,işçi,1,Furkan_kelime_128_rep1.wav
words/Furkan_kelime_128_rep2.wav,işçi,2,Furkan_kelime_128_rep2.wav
words/Furkan_kelime_128_rep3.wav,işçi,3,Furkan_kelime_128_rep3.wav
words/Furkan_kelime_129_rep1.wav,müşteri,1,Furkan_kelime_129_rep1.wav
words/Furkan_kelime_129_rep2.wav,müşteri,2,Furkan_kelime_129_rep2.wav
words/Furkan_kelime_129_rep3.wav,müşteri,3,Furkan_kelime_129_rep3.wav
words/Furkan_kelime_12_rep1.wav,ancak,1,Furkan_kelime_12_rep1.wav
words/Furkan_kelime_12_rep2.wav,ancak,2,Furkan_kelime_12_rep2.wav
words/Furkan_kelime_12_rep3.wav,ancak,3,Furkan_kelime_12_rep3.wav
words/Furkan_kelime_130_rep1.wav,satıcı,1,Furkan_kelime_130_rep1.wav
words/Furkan_kelime_130_rep2.wav,satıcı,2,Furkan_kelime_130_rep2.wav
words/Furkan_kelime_130_rep3.wav,satıcı,3,Furkan_kelime_130_rep3.wav
words/Furkan_kelime_131_rep1.wav,ev,1,Furkan_kelime_131_rep1.wav
words/Furkan_kelime_131_rep2.wav,ev,2,Furkan_kelime_131_rep2.wav
words/Furkan_kelime_131_rep3.wav,ev,3,Furkan_kelime_131_rep3.wav
words/Furkan_kelime_132_rep1.wav,oda,1,Furkan_kelime_132_rep1.wav
words/Furkan_kelime_132_rep2.wav,oda,2,Furkan_kelime_132_rep2.wav
words/Furkan_kelime_132_rep3.wav,oda,3,Furkan_kelime_132_rep3.wav
words/Furkan_kelime_133_rep1.wav,mutfak,1,Furkan_kelime_133_rep1.wav
words/Furkan_kelime_133_rep2.wav,mutfak,2,Furkan_kelime_133_rep2.wav
words/Furkan_kelime_133_rep3.wav,mutfak,3,Furkan_kelime_133_rep3.wav
words/Furkan_kelime_134_rep1.wav,banyo,1,Furkan_kelime_134_rep1.wav
words/Furkan_kelime_134_rep2.wav,banyo,2,Furkan_kelime_134_rep2.wav
words/Furkan_kelime_134_rep3.wav,banyo,3,Furkan_kelime_134_rep3.wav
words/Furkan_kelime_135_rep1.wav,salon,1,Furkan_kelime_135_rep1.wav
words/Furkan_kelime_135_rep2.wav,salon,2,Furkan_kelime_135_rep2.wav
words/Furkan_kelime_135_rep3.wav,salon,3,Furkan_kelime_135_rep3.wav
words/Furkan_kelime_136_rep1.wav,okul,1,Furkan_kelime_136_rep1.wav
words/Furkan_kelime_136_rep2.wav,okul,2,Furkan_kelime_136_rep2.wav
words/Furkan_kelime_136_rep3.wav,okul,3,Furkan_kelime_136_rep3.wav
words/Furkan_kelime_137_rep1.wav,sınıf,1,Furkan_kelime_137_rep1.wav
words/Furkan_kelime_137_rep2.wav,sınıf,2,Furkan_kelime_137_rep2.wav
words/Furkan_kelime_137_rep3.wav,sınıf,3,Furkan_kelime_137_rep3.wav
words/Furkan_kelime_138_rep1.wav,kütüphane,1,Furkan_kelime_138_rep1.wav
words/Furkan_kelime_138_rep2.wav,kütüphane,2,Furkan_kelime_138_rep2.wav
words/Furkan_kelime_138_rep3.wav,kütüphane,3,Furkan_kelime_138_rep3.wav
words/Furkan_kelime_139_rep1.wav,ofis,1,Furkan_kelime_139_rep1.wav
words/Furkan_kelime_139_rep2.wav,ofis,2,Furkan_kelime_139_rep2.wav
words/Furkan_kelime_139_rep3.wav,ofis,3,Furkan_kelime_139_rep3.wav
words/Furkan_kelime_13_rep1.wav,arada,1,Furkan_kelime_13_rep1.wav
words/Furkan_kelime_13_rep2.wav,arada,2,Furkan_kelime_13_rep2.wav
words/Furkan_kelime_13_rep3.wav,arada,3,Furkan_kelime_13_rep3.wav
words/Furkan_kelime_140_rep1.wav,iş,1,Furkan_kelime_140_rep1.wav
words/Furkan_kelime_140_rep2.wav,iş,2,Furkan_kelime_140_rep2.wav
words/Furkan_kelime_140_rep3.wav,iş,3,Furkan_kelime_140_rep3.wav
words/Furkan_kelime_141_rep1.wav,şehir,1,Furkan_kelime_141_rep1.wav
words/Furkan_kelime_141_rep2.wav,şehir,2,Furkan_kelime_141_rep2.wav
words/Furkan_kelime_141_rep3.wav,şehir,3,Furkan_kelime_141_rep3.wav
words/Furkan_kelime_142_rep1.wav,ilçe,1,Furkan_kelime_142_rep1.wav
words/Furkan_kelime_142_rep2.wav,ilçe,2,Furkan_kelime_142_rep2.wav
words/Furkan_kelime_142_rep3.wav,ilçe,3,Furkan_kelime_142_rep3.wav
words/Furkan_kelime_143_rep1.wav,köy,1,Furkan_kelime_143_rep1.wav
words/Furkan_kelime_143_rep2.wav,köy,2,Furkan_kelime_143_rep2.wav
words/Furkan_kelime_143_rep3.wav,köy,3,Furkan_kelime_143_rep3.wav
words/Furkan_kelime_144_rep1.wav,sokak,1,Furkan_kelime_144_rep1.wav
words/Furkan_kelime_144_rep2.wav,sokak,2,Furkan_kelime_144_rep2.wav
words/Furkan_kelime_144_rep3.wav,sokak,3,Furkan_kelime_144_rep3.wav
words/Furkan_kelime_145_rep1.wav,cadde,1,Furkan_kelime_145_rep1.wav
words/Furkan_kelime_145_rep2.wav,cadde,2,Furkan_kelime_145_rep2.wav
words/Furkan_kelime_145_rep3.wav,cadde,3,Furkan_kelime_145_rep3.wav
words/Furkan_kelime_146_rep1.wav,yol,1,Furkan_kelime_146_rep1.wav
words/Furkan_kelime_146_rep2.wav,yol,2,Furkan_kelime_146_rep2.wav
words/Furkan_kelime_146_rep3.wav,yol,3,Furkan_kelime_146_rep3.wav
words/Furkan_kelime_147_rep1.wav,durak,1,Furkan_kelime_147_rep1.wav
words/Furkan_kelime_147_rep2.wav,durak,2,Furkan_kelime_147_rep2.wav
words/Furkan_kelime_147_rep3.wav,durak,3,Furkan_kelime_147_rep3.wav
words/Furkan_kelime_148_rep1.wav,havaalanı,1,Furkan_kelime_148_rep1.wav
words/Furkan_kelime_148_rep2.wav,havaalanı,2,Furkan_kelime_148_rep2.wav
words/Furkan_kelime_148_rep3.wav,havaalanı,3,Furkan_kelime_148_rep3.wav
words/Furkan_kelime_149_rep1.wav,istasyon,1,Furkan_kelime_149_rep1.wav
words/Furkan_kelime_149_rep2.wav,istasyon,2,Furkan_kelime_149_rep2.wav
words/Furkan_kelime_149_rep3.wav,istasyon,3,Furkan_kelime_149_rep3.wav
words/Furkan_kelime_14_rep1.wav,artık,1,Furkan_kelime_14_rep1.wav
words/Furkan_kelime_14_rep2.wav,artık,2,Furkan_kelime_14_rep2.wav
words/Furkan_kelime_14_rep3.wav,artık,3,Furkan_kelime_14_rep3.wav
words/Furkan_kelime_150_rep1.wav,park,1,Furkan_kelime_150_rep1.wav
words/Furkan_kelime_150_rep2.wav,park,2,Furkan_kelime_150_rep2.wav
words/Furkan_kelime_150_rep3.wav,park,3,Furkan_kelime_150_rep3.wav
words/Furkan_kelime_151_rep1.wav,bahçe,1,Furkan_kelime_151_rep1.wav
words/Furkan_kelime_151_rep2.wav,bahçe,2,Furkan_kelime_151_rep2.wav
words/Furkan_kelime_151_rep3.wav,bahçe,3,Furkan_kelime_151_rep3.wav
words/Furkan_kelime_152_rep1.wav,market,1,Furkan_kelime_152_rep1.wav
words/Furkan_kelime_152_rep2.wav,market,2,Furkan_kelime_152_rep2.wav
words/Furkan_kelime_152_rep3.wav,market,3,Furkan_kelime_152_rep3.wav
words/Furkan_kelime_153_rep1.wav,mağaza,1,Furkan_kelime_153_rep1.wav
words/Furkan_kelime_153_rep2.wav,mağaza,2,Furkan_kelime_153_rep2.wav
words/Furkan_kelime_153_rep3.wav,mağaza,3,Furkan_kelime_153_rep3.wav
words/Furkan_kelime_154_rep1.wav,hastane,1,Furkan_kelime_154_rep1.wav
words/Furkan_kelime_154_rep2.wav,hastane,2,Furkan_kelime_154_rep2.wav
words/Furkan_kelime_154_rep3.wav,hastane,3,Furkan_kelime_154_rep3.wav
words/Furkan_kelime_155_rep1.wav,otobüs,1,Furkan_kelime_155_rep1.wav
words/Furkan_kelime_155_rep2.wav,otobüs,2,Furkan_kelime_155_rep2.wav
words/Furkan_kelime_155_rep3.wav,otobüs,3,Furkan_kelime_155_rep3.wav
words/Furkan_kelime_156_rep1.wav,tren,1,Furkan_kelime_156_rep1.wav
words/Furkan_kelime_156_rep2.wav,tren,2,Furkan_kelime_156_rep2.wav
words/Furkan_kelime_156_rep3.wav,tren,3,Furkan_kelime_156_rep3.wav
words/Furkan_kelime_157_rep1.wav,uçak,1,Furkan_kelime_157_rep1.wav
words/Furkan_kelime_157_rep2.wav,uçak,2,Furkan_kelime_157_rep2.wav
words/Furkan_kelime_157_rep3.wav,uçak,3,Furkan_kelime_157_rep3.wav
words/Furkan_kelime_158_rep1.wav,taksi,1,Furkan_kelime_158_rep1.wav
words/Furkan_kelime_158_rep2.wav,taksi,2,Furkan_kelime_158_rep2.wav
words/Furkan_kelime_158_rep3.wav,taksi,3,Furkan_kelime_158_rep3.wav
words/Furkan_kelime_159_rep1.wav,araba,1,Furkan_kelime_159_rep1.wav
words/Furkan_kelime_159_rep2.wav,araba,2,Furkan_kelime_159_rep2.wav
words/Furkan_kelime_159_rep3.wav,araba,3,Furkan_kelime_159_rep3.wav
words/Furkan_kelime_15_rep1.wav,aslında,1,Furkan_kelime_15_rep1.wav
words/Furkan_kelime_15_rep2.wav,aslında,2,Furkan_kelime_15_rep2.wav
words/Furkan_kelime_15_rep3.wav,aslında,3,Furkan_kelime_15_rep3.wav
words/Furkan_kelime_160_rep1.wav,bisiklet,1,Furkan_kelime_160_rep1.wav
words/Furkan_kelime_160_rep2.wav,bisiklet,2,Furkan_kelime_160_rep2.wav
words/Furkan_kelime_160_rep3.wav,bisiklet,3,Furkan_kelime_160_rep3.wav
words/Furkan_kelime_161_rep1.wav,motor,1,Furkan_kelime_161_rep1.wav
words/Furkan_kelime_161_rep2.wav,motor,2,Furkan_kelime_161_rep2.wav
words/Furkan_kelime_161_rep3.wav,motor,3,Furkan_kelime_161_rep3.wav
words/Furkan_kelime_162_rep1.wav,gemi,1,Furkan_kelime_162_rep1.wav
words/Furkan_kelime_162_rep2.wav,gemi,2,Furkan_kelime_162_rep2.wav
words/Furkan_kelime_162_rep3.wav,gemi,3,Furkan_kelime_162_rep3.wav
words/Furkan_kelime_163_rep1.wav,otoyol,1,Furkan_kelime_163_rep1.wav
words/Furkan_kelime_163_rep2.wav,otoyol,2,Furkan_kelime_163_rep2.wav
words/Furkan_kelime_163_rep3.wav,otoyol,3,Furkan_kelime_163_rep3.wav
words/Furkan_kelime_164_rep1.wav,köprü,1,Furkan_kelime_164_rep1.wav
words/Furkan_kelime_164_rep2.wav,köprü,2,Furkan_kelime_164_rep2.wav
words/Furkan_kelime_164_rep3.wav,köprü,3,Furkan_kelime_164_rep3.wav
words/Furkan_kelime_165_rep1.wav,telefon,1,Furkan_kelime_165_rep1.wav
words/Furkan_kelime_165_rep2.wav,telefon,2,Furkan_kelime_165_rep2.wav
words/Furkan_kelime_165_rep3.wav,telefon,3,Furkan_kelime_165_rep3.wav
words/Furkan_kelime_166_rep1.wav,bilgisayar,1,Furkan_kelime_166_rep1.wav
words/Furkan_kelime_166_rep2.wav,bilgisayar,2,Furkan_kelime_166_rep2.wav
words/Furkan_kelime_166_rep3.wav,bilgisayar,3,Furkan_kelime_166_rep3.wav
words/Furkan_kelime_167_rep1.wav,tablet,1,Furkan_kelime_167_rep1.wav
words/Furkan_kelime_167_rep2.wav,tablet,2,Furkan_kelime_167_rep2.wav
words/Furkan_kelime_167_rep3.wav,tablet,3,Furkan_kelime_167_rep3.wav
words/Furkan_kelime_168_rep1.wav,televizyon,1,Furkan_kelime_168_rep1.wav
words/Furkan_kelime_168_rep2.wav,televizyon,2,Furkan_kelime_168_rep2.wav
words/Furkan_kelime_168_rep3.wav,televizyon,3,Furkan_kelime_168_rep3.wav
words/Furkan_kelime_169_rep1.wav,radyo,1,Furkan_kelime_169_rep1.wav
words/Furkan_kelime_169_rep2.wav,radyo,2,Furkan_kelime_169_rep2.wav
words/Furkan_kelime_169_rep3.wav,radyo,3,Furkan_kelime_169_rep3.wav
words/Furkan_kelime_16_rep1.wav,aynen,1,Furkan_kelime_16_rep1.wav
words/Furkan_kelime_16_rep2.wav,aynen,2,Furkan_kelime_16_rep2.wav
words/Furkan_kelime_16_rep3.wav,aynen,3,Furkan_kelime_16_rep3.wav
words/Furkan_kelime_170_rep1.wav,kamera,1,Furkan_kelime_170_rep1.wav
words/Furkan_kelime_170_rep2.wav,kamera,2,Furkan_kelime_170_rep2.wav
words/Furkan_kelime_170_rep3.wav,kamera,3,Furkan_kelime_170_rep3.wav
words/Furkan_kelime_171_rep1.wav,kulaklık,1,Furkan_kelime_171_rep1.wav
words/Furkan_kelime_171_rep2.wav,kulaklık,2,Furkan_kelime_171_rep2.wav
words/Furkan_kelime_171_rep3.wav,kulaklık,3,Furkan_kelime_171_rep3.wav
words/Furkan_kelime_172_rep1.wav,çanta,1,Furkan_kelime_172_rep1.wav
words/Furkan_kelime_172_rep2.wav,çanta,2,Furkan_kelime_172_rep2.wav
words/Furkan_kelime_172_rep3.wav,çanta,3,Furkan_kelime_172_rep3.wav
words/Furkan_kelime_173_rep1.wav,cüzdan,1,Furkan_kelime_173_rep1.wav
words/Furkan_kelime_173_rep2.wav,cüzdan,2,Furkan_kelime_173_rep2.wav
words/Furkan_kelime_173_rep3.wav,cüzdan,3,Furkan_kelime_173_rep3.wav
words/Furkan_kelime_174_rep1.wav,anahtar,1,Furkan_kelime_174_rep1.wav
words/Furkan_kelime_174_rep2.wav,anahtar,2,Furkan_kelime_174_rep2.wav
words/Furkan_kelime_174_rep3.wav,anahtar,3,Furkan_kelime_174_rep3.wav
words/Furkan_kelime_175_rep1.wav,masa,1,Furkan_kelime_175_rep1.wav
words/Furkan_kelime_175_rep2.wav,masa,2,Furkan_kelime_175_rep2.wav
words/Furkan_kelime_175_rep3.wav,masa,3,Furkan_kelime_175_rep3.wav
words/Furkan_kelime_176_rep1.wav,sandalye,1,Furkan_kelime_176_rep1.wav
words/Furkan_kelime_176_rep2.wav,sandalye,2,Furkan_kelime_176_rep2.wav
words/Furkan_kelime_176_rep3.wav,sandalye,3,Furkan_kelime_176_rep3.wav
words/Furkan_kelime_177_rep1.wav,koltuk,1,Furkan_kelime_177_rep1.wav
words/Furkan_kelime_177_rep2.wav,koltuk,2,Furkan_kelime_177_rep2.wav
words/Furkan_kelime_177_rep3.wav,koltuk,3,Furkan_kelime_177_rep3.wav
words/Furkan_kelime_178_rep1.wav,kapı,1,Furkan_kelime_178_rep1.wav
words/Furkan_kelime_178_rep2.wav,kapı,2,Furkan_kelime_178_rep2.wav
words/Furkan_kelime_178_rep3.wav,kapı,3,Furkan_kelime_178_rep3.wav
words/Furkan_kelime_179_rep1.wav,pencere,1,Furkan_kelime_179_rep1.wav
words/Furkan_kelime_179_rep2.wav,pencere,2,Furkan_kelime_179_rep2.wav
words/Furkan_kelime_179_rep3.wav,pencere,3,Furkan_kelime_179_rep3.wav
words/Furkan_kelime_17_rep1.wav,ayrıca,1,Furkan_kelime_17_rep1.wav
words/Furkan_kelime_17_rep2.wav,ayrıca,2,Furkan_kelime_17_rep2.wav
words/Furkan_kelime_17_rep3.wav,ayrıca,3,Furkan_kelime_17_rep3.wav
words/Furkan_kelime_180_rep1.wav,lamba,1,Furkan_kelime_180_rep1.wav
words/Furkan_kelime_180_rep2.wav,lamba,2,Furkan_kelime_180_rep2.wav
words/Furkan_kelime_180_rep3.wav,lamba,3,Furkan_kelime_180_rep3.wav
words/Furkan_kelime_181_rep1.wav,kitap,1,Furkan_kelime_181_rep1.wav
words/Furkan_kelime_181_rep2.wav,kitap,2,Furkan_kelime_181_rep2.wav
words/Furkan_kelime_181_rep3.wav,kitap,3,Furkan_kelime_181_rep3.wav
words/Furkan_kelime_182_rep1.wav,defter,1,Furkan_kelime_182_rep1.wav
words/Furkan_kelime_182_rep2.wav,defter,2,Furkan_kelime_182_rep2.wav
words/Furkan_kelime_182_rep3.wav,defter,3,Furkan_kelime_182_rep3.wav
words/Furkan_kelime_183_rep1.wav,kalem,1,Furkan_kelime_183_rep1.wav
words/Furkan_kelime_183_rep2.wav,kalem,2,Furkan_kelime_183_rep2.wav
words/Furkan_kelime_183_rep3.wav,kalem,3,Furkan_kelime_183_rep3.wav
words/Furkan_kelime_184_rep1.wav,kağıt,1,Furkan_kelime_184_rep1.wav
words/Furkan_kelime_184_rep2.wav,kağıt,2,Furkan_kelime_184_rep2.wav
words/Furkan_kelime_184_rep3.wav,kağıt,3,Furkan_kelime_184_rep3.wav
words/Furkan_kelime_185_rep1.wav,silgi,1,Furkan_kelime_185_rep1.wav
words/Furkan_kelime_185_rep2.wav,silgi,2,Furkan_kelime_185_rep2.wav
words/Furkan_kelime_185_rep3.wav,silgi,3,Furkan_kelime_185_rep3.wav
words/Furkan_kelime_186_rep1.wav,saat,1,Furkan_kelime_186_rep1.wav
words/Furkan_kelime_186_rep2.wav,saat,2,Furkan_kelime_186_rep2.wav
words/Furkan_kelime_186_rep3.wav,saat,3,Furkan_kelime_186_rep3.wav
words/Furkan_kelime_187_rep1.wav,ayakkabı,1,Furkan_kelime_187_rep1.wav
words/Furkan_kelime_187_rep2.wav,ayakkabı,2,Furkan_kelime_187_rep2.wav
words/Furkan_kelime_187_rep3.wav,ayakkabı,3,Furkan_kelime_187_rep3.wav
words/Furkan_kelime_188_rep1.wav,elbise,1,Furkan_kelime_188_rep1.wav
words/Furkan_kelime_188_rep2.wav,elbise,2,Furkan_kelime_188_rep2.wav
words/Furkan_kelime_188_rep3.wav,elbise,3,Furkan_kelime_188_rep3.wav
words/Furkan_kelime_189_rep1.wav,mont,1,Furkan_kelime_189_rep1.wav
words/Furkan_kelime_189_rep2.wav,mont,2,Furkan_kelime_189_rep2.wav
words/Furkan_kelime_189_rep3.wav,mont,3,Furkan_kelime_189_rep3.wav
words/Furkan_kelime_18_rep1.wav,bu,1,Furkan_kelime_18_rep1.wav
words/Furkan_kelime_18_rep2.wav,bu,2,Furkan_kelime_18_rep2.wav
words/Furkan_kelime_18_rep3.wav,bu,3,Furkan_kelime_18_rep3.wav
words/Furkan_kelime_190_rep1.wav,gömlek,1,Furkan_kelime_190_rep1.wav
words/Furkan_kelime_190_rep2.wav,gömlek,2,Furkan_kelime_190_rep2.wav
words/Furkan_kelime_190_rep3.wav,gömlek,3,Furkan_kelime_190_rep3.wav
words/Furkan_kelime_191_rep1.wav,pantolon,1,Furkan_kelime_191_rep1.wav
words/Furkan_kelime_191_rep2.wav,pantolon,2,Furkan_kelime_191_rep2.wav
words/Furkan_kelime_191_rep3.wav,pantolon,3,Furkan_kelime_191_rep3.wav
words/Furkan_kelime_192_rep1.wav,ceket,1,Furkan_kelime_192_rep1.wav
words/Furkan_kelime_192_rep2.wav,ceket,2,Furkan_kelime_192_rep2.wav
words/Furkan_kelime_192_rep3.wav,ceket,3,Furkan_kelime_192_rep3.wav
words/Furkan_kelime_193_rep1.wav,şapka,1,Furkan_kelime_193_rep1.wav
words/Furkan_kelime_193_rep2.wav,şapka,2,Furkan_kelime_193_rep2.wav
words/Furkan_kelime_193_rep3.wav,şapka,3,Furkan_kelime_193_rep3.wav
words/Furkan_kelime_194_rep1.wav,çorap,1,Furkan_kelime_194_rep1.wav
words/Furkan_kelime_194_rep2.wav,çorap,2,Furkan_kelime_194_rep2.wav
words/Furkan_kelime_194_rep3.wav,çorap,3,Furkan_kelime_194_rep3.wav
words/Furkan_kelime_195_rep1.wav,ayna,1,Furkan_kelime_195_rep1.wav
words/Furkan_kelime_195_rep2.wav,ayna,2,Furkan_kelime_195_rep2.wav
words/Furkan_kelime_195_rep3.wav,ayna,3,Furkan_kelime_195_rep3.wav
words/Furkan_kelime_196_rep1.wav,dolap,1,Furkan_kelime_196_rep1.wav
words/Furkan_kelime_196_rep2.wav,dolap,2,Furkan_kelime_196_rep2.wav
